pref,name,suffix,reading
岩手県,大槌,町,おおつち
岩手県,山田,町,やまだ
岩手県,岩泉,町,いわいずみ
岩手県,田野畑,村,たのはた
岩手県,普代,村,ふだい
岩手県,軽米,町,かるまい
岩手県,野田,村,のだ
岩手県,九戸,村,くのへ
岩手県,洋野,町,ひろの
岩手県,一戸,町,いちのへ
宮城県,仙台,市,せんだい
宮城県,石巻,市,いしのまき
宮城県,塩竈,市,しおがま
宮城県,気仙沼,市,けせんぬま
宮城県,白石,市,しろいし
宮城県,名取,市,なとり
宮城県,角田,市,かくだ
宮城県,多賀城,市,たがじょう
宮城県,岩沼,市,いわぬま
宮城県,登米,市,とめ
宮城県,栗原,市,くりはら
宮城県,東松島,市,ひがしまつしま
宮城県,大崎,市,おおさき
宮城県,富谷,市,とみや
宮城県,蔵王,町,ざおう
宮城県,七ヶ宿,町,しちかしゅく
宮城県,大河原,町,おおがわら
宮城県,村田,町,むらた
宮城県,柴田,町,しばた
宮城県,川崎,町,かわさき
宮城県,丸森,町,まるもり
宮城県,亘理,町,わたり
宮城県,山元,町,やまもと
宮城県,松島,町,まつしま
宮城県,七ヶ浜,町,しちがはま
宮城県,利府,町,りふ
宮城県,大和,町,たいわ
宮城県,大郷,町,おおさと
宮城県,大衡,村,おおひら
宮城県,色麻,町,しかま
宮城県,加美,町,かみ
宮城県,涌谷,町,わくや
宮城県,美里,町,みさと
宮城県,女川,町,おながわ
宮城県,南三陸,町,みなみさんりく
秋田県,秋田,市,あきた
秋田県,能代,市,のしろ
秋田県,横手,市,よこて
秋田県,大館,市,おおだて
秋田県,男鹿,市,おが
秋田県,湯沢,市,ゆざわ
秋田県,鹿角,市,かづの
秋田県,由利本荘,市,ゆりほんじょう
秋田県,潟上,市,かたがみ
秋田県,大仙,市,だいせん
秋田県,北秋田,市,きたあきた
秋田県,仙北,市,せんぼく
秋田県,小坂,町,こさか
秋田県,上小阿仁,村,かみこあに
秋田県,藤里,町,ふじさと
秋田県,三種,町,みたね
秋田県,八峰,町,はっぽう
秋田県,五城目,町,ごじょうめ
秋田県,八郎潟,町,はちろうがた
秋田県,井川,町,いかわ
秋田県,大潟,村,おおがた
秋田県,美郷,町,みさと
秋田県,羽後,町,うご
秋田県,東成瀬,村,ひがしなるせ
山形県,山形,市,やまがた
山形県,米沢,市,よねざわ
山形県,鶴岡,市,つるおか
山形県,酒田,市,さかた
山形県,新庄,市,しんじょう
山形県,寒河江,市,さがえ
山形県,上山,市,かみのやま
山形県,村山,市,むらやま
山形県,長井,市,ながい
山形県,天童,市,てんどう
山形県,東根,市,ひがしね
山形県,尾花沢,市,おばなざわ
山形県,南陽,市,なんよう
山形県,山辺,町,やまのべ
山形県,中山,町,なかやま
山形県,河北,町,かほく
山形県,西川,町,にしかわ
山形県,朝日,町,あさひ
山形県,大江,町,おおえ
山形県,大石田,町,おおいしだ
山形県,金山,町,かねやま
山形県,最上,町,もがみ
山形県,舟形,町,ふながた
山形県,真室川,町,まむろがわ
山形県,大蔵,村,おおくら
山形県,鮭川,村,さけがわ
山形県,戸沢,村,とざわ
山形県,高畠,町,たかはた
山形県,川西,町,かわにし
山形県,小国,町,おぐに
山形県,白鷹,町,しらたか
山形県,飯豊,町,いいで
山形県,三川,町,みかわ
山形県,庄内,町,しようない
山形県,遊佐,町,ゆざ
福島県,福島,市,ふくしま
福島県,会津若松,市,あいづわかまつ
福島県,郡山,市,こおりやま
福島県,白河,市,しらかわ
福島県,須賀川,市,すかがわ
福島県,喜多方,市,きたかた
福島県,相馬,市,そうま
福島県,二本松,市,にほんまつ
福島県,田村,市,たむら
福島県,南相馬,市,みなみそうま
福島県,伊達,市,だて
福島県,本宮,市,もとみや
福島県,桑折,町,こおり
福島県,国見,町,くにみ
福島県,川俣,町,かわまた
福島県,大玉,村,おおたま
福島県,鏡石,町,かがみいし
福島県,天栄,村,てんえい
福島県,下郷,町,しもごう
福島県,檜枝岐,村,ひのえまた
福島県,只見,町,ただみ
福島県,南会津,町,みなみあいづ
福島県,北塩原,村,きたしおばら
福島県,西会津,町,にしあいづ
福島県,磐梯,町,ばんだい
福島県,猪苗代,町,いなわしろ
福島県,会津坂下,町,あいづばんげ
福島県,湯川,村,ゆがわ
福島県,柳津,町,やないづ
福島県,三島,町,みしま
福島県,金山,町,かねやま
福島県,昭和,村,しょうわ
福島県,会津美里,町,あいづみさと
福島県,西郷,村,にしごう
福島県,泉崎,村,いずみざき
福島県,中島,村,なかじま
福島県,矢吹,町,やぶき
福島県,棚倉,町,たなぐら
福島県,矢祭,町,やまつり
福島県,塙,町,はなわ
福島県,鮫川,村,さめがわ
福島県,石川,町,いしかわ
福島県,玉川,村,たまかわ
福島県,平田,村,ひらた
福島県,浅川,町,あさかわ
福島県,古殿,町,ふるどの
福島県,三春,町,みはる
福島県,小野,町,おの
福島県,広野,町,ひろの
福島県,楢葉,町,ならは
福島県,富岡,町,とみおか
福島県,川内,村,かわうち
福島県,大熊,町,おおくま
福島県,双葉,町,ふたば
福島県,浪江,町,なみえ
福島県,葛尾,村,かつらお
福島県,新地,町,しんち
福島県,飯舘,村,いいたて
茨城県,水戸,市,みと
茨城県,日立,市,ひたち
茨城県,土浦,市,つちうら
茨城県,古河,市,こが
茨城県,石岡,市,いしおか
茨城県,結城,市,ゆうき
茨城県,龍ケ崎,市,りゅうがさき
茨城県,下妻,市,しもつま
茨城県,常総,市,じょうそう
茨城県,常陸太田,市,ひたちおおた
茨城県,高萩,市,たかはぎ
茨城県,北茨城,市,きたいばらき
茨城県,笠間,市,かさま
茨城県,取手,市,とりで
茨城県,牛久,市,うしく
茨城県,鹿嶋,市,かしま
茨城県,潮来,市,いたこ
茨城県,守谷,市,もりや
茨城県,常陸大宮,市,ひたちおおみや
茨城県,那珂,市,なか
茨城県,筑西,市,ちくせい
茨城県,坂東,市,ばんどう
茨城県,稲敷,市,いなしき
茨城県,桜川,市,さくらがわ
茨城県,神栖,市,かみす
茨城県,行方,市,なめがた
茨城県,鉾田,市,ほこた
茨城県,小美玉,市,おみたま
茨城県,茨城,町,いばらき
茨城県,大洗,町,おおあらい
茨城県,城里,町,しろさと
茨城県,東海,村,とうかい
茨城県,大子,町,だいご
茨城県,美浦,村,みほ
茨城県,阿見,町,あみ
茨城県,河内,町,かわち
茨城県,八千代,町,やちよ
茨城県,五霞,町,ごか
茨城県,境,町,さかい
茨城県,利根,町,とね
栃木県,宇都宮,市,うつのみや
栃木県,足利,市,あしかが
栃木県,栃木,市,とちぎ
栃木県,佐野,市,さの
栃木県,鹿沼,市,かぬま
栃木県,日光,市,にっこう
栃木県,小山,市,おやま
栃木県,真岡,市,もおか
栃木県,大田原,市,おおたわら
栃木県,矢板,市,やいた
栃木県,那須塩原,市,なすしおばら
栃木県,那須烏山,市,なすからすやま
栃木県,下野,市,しもつけ
栃木県,上三川,町,かみのかわ
栃木県,益子,町,ましこ
栃木県,茂木,町,もてぎ
栃木県,市貝,町,いちかい
栃木県,芳賀,町,はが
栃木県,壬生,町,みぶ
栃木県,野木,町,のぎ
栃木県,塩谷,町,しおや
栃木県,高根沢,町,たかねざわ
栃木県,那須,町,なす
栃木県,那珂川,町,なかがわ
群馬県,前橋,市,まえばし
群馬県,高崎,市,たかさき
群馬県,桐生,市,きりゅう
群馬県,伊勢崎,市,いせさき
群馬県,太田,市,おおた
群馬県,沼田,市,ぬまた
群馬県,館林,市,たてばやし
群馬県,渋川,市,しぶかわ
群馬県,藤岡,市,ふじおか
群馬県,富岡,市,とみおか
群馬県,安中,市,あんなか
群馬県,榛東,村,しんとう
群馬県,吉岡,町,よしおか
群馬県,上野,村,うえの
群馬県,神流,町,かんな
群馬県,下仁田,町,しもにた
群馬県,南牧,村,なんもく
群馬県,甘楽,町,かんら
群馬県,中之条,町,なかのじよう
群馬県,長野原,町,ながのはら
群馬県,嬬恋,村,つまごい
群馬県,草津,町,くさつ
群馬県,高山,村,たかやま
群馬県,東吾妻,町,ひがしあがつま
群馬県,片品,村,かたしな
群馬県,川場,村,かわば
群馬県,昭和,村,しょうわ
群馬県,玉村,町,たまむら
群馬県,板倉,町,いたくら
群馬県,明和,町,めいわ
群馬県,千代田,町,ちよだ
群馬県,大泉,町,おおいずみ
群馬県,邑楽,町,おうら
埼玉県,川越,市,かわごえ
埼玉県,熊谷,市,くまがや
埼玉県,川口,市,かわぐち
埼玉県,行田,市,ぎようだ
埼玉県,秩父,市,ちちぶ
埼玉県,所沢,市,ところざわ
埼玉県,飯能,市,はんのう
埼玉県,加須,市,かぞ
埼玉県,本庄,市,ほんじよう
埼玉県,東松山,市,ひがしまつやま
埼玉県,春日部,市,かすかべ
埼玉県,狭山,市,さやま
埼玉県,羽生,市,はにゆう
埼玉県,鴻巣,市,こうのす
埼玉県,深谷,市,ふかや
埼玉県,上尾,市,あげお
埼玉県,草加,市,そうか
埼玉県,越谷,市,こしがや
埼玉県,蕨,市,わらび
埼玉県,戸田,市,とだ
埼玉県,入間,市,いるま
埼玉県,朝霞,市,あさか
埼玉県,志木,市,しき
埼玉県,和光,市,わこう
埼玉県,新座,市,にいざ
埼玉県,桶川,市,おけがわ
埼玉県,久喜,市,くき
埼玉県,北本,市,きたもと
埼玉県,八潮,市,やしお
埼玉県,富士見,市,ふじみ
埼玉県,三郷,市,みさと
埼玉県,蓮田,市,はすだ
埼玉県,坂戸,市,さかど
埼玉県,幸手,市,さって
埼玉県,鶴ヶ島,市,つるがしま
埼玉県,日高,市,ひだか
埼玉県,吉川,市,よしかわ
埼玉県,ふじみ野,市,ふじみの
埼玉県,白岡,市,しらおか
埼玉県,伊奈,町,いな
埼玉県,三芳,町,みよし
埼玉県,毛呂山,町,もろやま
埼玉県,越生,町,おごせ
埼玉県,滑川,町,なめがわ
埼玉県,嵐山,町,らんざん
埼玉県,小川,町,おがわ
埼玉県,川島,町,かわじま
埼玉県,吉見,町,よしみ
埼玉県,鳩山,町,はとやま
埼玉県,横瀬,町,よこぜ
埼玉県,皆野,町,みなの
埼玉県,長瀞,町,ながとろ
埼玉県,小鹿野,町,おがの
埼玉県,東秩父,村,ひがしちちぶ
埼玉県,美里,町,みさと
埼玉県,神川,町,かみかわ
埼玉県,上里,町,かみさと
埼玉県,寄居,町,よりい
埼玉県,宮代,町,みやしろ
埼玉県,杉戸,町,すぎと
埼玉県,松伏,町,まつぶし
千葉県,千葉,市,ちば
千葉県,銚子,市,ちょうし
千葉県,市川,市,いちかわ
千葉県,船橋,市,ふなばし
千葉県,館山,市,たてやま
千葉県,木更津,市,きさらづ
千葉県,松戸,市,まつど
千葉県,野田,市,のだ
千葉県,茂原,市,もばら
千葉県,成田,市,なりた
千葉県,佐倉,市,さくら
千葉県,東金,市,とうがね
千葉県,旭,市,あさひ
千葉県,習志野,市,ならしの
千葉県,柏,市,かしわ
千葉県,勝浦,市,かつうら
千葉県,市原,市,いちはら
千葉県,流山,市,ながれやま
千葉県,八千代,市,やちよ
千葉県,我孫子,市,あびこ
千葉県,鴨川,市,かもがわ
千葉県,鎌ケ谷,市,かまがや
千葉県,君津,市,きみつ
千葉県,富津,市,ふっつ
千葉県,浦安,市,うらやす
千葉県,四街道,市,よつかいどう
千葉県,袖ケ浦,市,そでがうら
千葉県,八街,市,やちまた
千葉県,印西,市,いんざい
千葉県,白井,市,しろい
千葉県,富里,市,とみさと
千葉県,南房総,市,みなみぼうそう
千葉県,匝瑳,市,そうさ
千葉県,香取,市,かとり
千葉県,山武,市,さんむ
千葉県,大網白里,市,おおあみしらさと
千葉県,酒々井,町,しすい
千葉県,栄,町,さかえ
千葉県,神崎,町,こうざき
千葉県,多古,町,たこ
千葉県,東庄,町,とうのしょう
千葉県,九十九里,町,くじゆうくり
千葉県,芝山,町,しばやま
千葉県,横芝光,町,よこしばひかり
千葉県,一宮,町,いちのみや
千葉県,睦沢,町,むつざわ
千葉県,長生,村,ちょうせい
千葉県,白子,町,しらこ
千葉県,長柄,町,ながら
千葉県,長南,町,ちょうなん
千葉県,大多喜,町,おおたき
千葉県,御宿,町,おんじゆく
千葉県,鋸南,町,きよなん
東京都,八王子,市,はちおうじ
東京都,立川,市,たちかわ
東京都,武蔵野,市,むさしの
東京都,三鷹,市,みたか
東京都,青梅,市,おうめ
東京都,府中,市,ふちゅう
東京都,昭島,市,あきしま
東京都,調布,市,ちょうふ
東京都,町田,市,まちだ
東京都,小金井,市,こがねい
東京都,小平,市,こだいら
東京都,日野,市,ひの
東京都,東村山,市,ひがしむらやま
東京都,国分寺,市,こくぶんじ
東京都,国立,市,くにたち
東京都,福生,市,ふっさ
東京都,狛江,市,こまえ
東京都,東大和,市,ひがしやまと
東京都,清瀬,市,きよせ
東京都,東久留米,市,ひがしくるめ
東京都,武蔵村山,市,むさしむらやま
東京都,多摩,市,たま
東京都,稲城,市,いなぎ
東京都,羽村,市,はむら
東京都,あきる野,市,あきるの
東京都,西東京,市,にしとうきょう
東京都,瑞穂,町,みずほ
東京都,日の出,町,ひので
東京都,檜原,村,ひのはら
東京都,奥多摩,町,おくたま
東京都,大島,町,おおしま
東京都,利島,村,としま
東京都,新島,村,にいじま
東京都,神津島,村,こうづしま
東京都,三宅,村,みやけ
東京都,御蔵島,村,みくらじま
東京都,八丈,町,はちじょう
東京都,青ヶ島,村,あおがしま
東京都,小笠原,村,おがさわら
神奈川県,横浜,市,よこはま
神奈川県,川崎,市,かわさき
神奈川県,相模原,市,さがみはら
神奈川県,横須賀,市,よこすか
神奈川県,平塚,市,ひらつか
神奈川県,鎌倉,市,かまくら
神奈川県,藤沢,市,ふじさわ
神奈川県,小田原,市,おだわら
神奈川県,茅ヶ崎,市,ちがさき
神奈川県,逗子,市,ずし
神奈川県,三浦,市,みうら
神奈川県,秦野,市,はだの
神奈川県,厚木,市,あつぎ
神奈川県,大和,市,やまと
神奈川県,伊勢原,市,いせはら
神奈川県,海老名,市,えびな
神奈川県,座間,市,ざま
神奈川県,南足柄,市,みなみあしがら
神奈川県,綾瀬,市,あやせ
神奈川県,葉山,町,はやま
神奈川県,寒川,町,さむかわ
神奈川県,大磯,町,おおいそ
神奈川県,二宮,町,にのみや
神奈川県,中井,町,なかい
神奈川県,大井,町,おおい
神奈川県,松田,町,まつだ
神奈川県,山北,町,やまきた
神奈川県,開成,町,かいせい
神奈川県,箱根,町,はこね
神奈川県,真鶴,町,まなづる
神奈川県,湯河原,町,ゆがわら
神奈川県,愛川,町,あいかわ
神奈川県,清川,村,きよかわ
新潟県,新潟,市,にいがた
新潟県,長岡,市,ながおか
新潟県,三条,市,さんじょう
新潟県,柏崎,市,かしわざき
新潟県,新発田,市,しばた
新潟県,小千谷,市,おぢや
新潟県,加茂,市,かも
新潟県,十日町,市,とおかまち
新潟県,見附,市,みつけ
新潟県,村上,市,むらかみ
新潟県,燕,市,つばめ
新潟県,糸魚川,市,いといがわ
新潟県,妙高,市,みょうこう
新潟県,五泉,市,ごせん
新潟県,上越,市,じょうえつ
新潟県,阿賀野,市,あがの
新潟県,佐渡,市,さど
新潟県,魚沼,市,うおぬま
新潟県,南魚沼,市,みなみうおぬま
新潟県,胎内,市,たいない
新潟県,聖籠,町,せいろう
新潟県,弥彦,村,やひこ
新潟県,田上,町,たがみ
新潟県,阿賀,町,あが
新潟県,出雲崎,町,いずもざき
新潟県,湯沢,町,ゆざわ
新潟県,津南,町,つなん
新潟県,刈羽,村,かりわ
新潟県,関川,村,せきかわ
新潟県,粟島浦,村,あわしまうら
富山県,富山,市,とやま
富山県,高岡,市,たかおか
富山県,魚津,市,うおづ
富山県,氷見,市,ひみ
富山県,滑川,市,なめりかわ
富山県,黒部,市,くろべ
富山県,砺波,市,となみ
富山県,小矢部,市,おやべ
富山県,南砺,市,なんと
富山県,射水,市,いみず
富山県,舟橋,村,ふなはし
富山県,上市,町,かみいち
富山県,立山,町,たてやま
富山県,入善,町,にゅうぜん
富山県,朝日,町,あさひ
石川県,金沢,市,かなざわ
石川県,七尾,市,ななお
石川県,小松,市,こまつ
石川県,輪島,市,わじま
石川県,珠洲,市,すず
石川県,加賀,市,かが
石川県,羽咋,市,はくい
石川県,白山,市,はくさん
石川県,能美,市,のみ
石川県,野々市,市,ののいち
石川県,川北,町,かわきた
石川県,津幡,町,つばた
石川県,内灘,町,うちなだ
石川県,志賀,町,しか
石川県,宝達志水,町,ほうだつしみず
石川県,中能登,町,なかのと
石川県,穴水,町,あなみず
石川県,能登,町,のと
福井県,福井,市,ふくい
福井県,敦賀,市,つるが
福井県,小浜,市,おばま
福井県,大野,市,おおの
福井県,勝山,市,かつやま
福井県,鯖江,市,さばえ
福井県,越前,市,えちぜん
福井県,坂井,市,さかい
福井県,永平寺,町,えいへいじ
福井県,池田,町,いけだ
福井県,南越前,町,みなみえちぜん
福井県,美浜,町,みはま
福井県,高浜,町,たかはま
福井県,若狭,町,わかさ
山梨県,甲府,市,こうふ
山梨県,富士吉田,市,ふじよしだ
山梨県,都留,市,つる
山梨県,山梨,市,やまなし
山梨県,大月,市,おおつき
山梨県,韮崎,市,にらさき
山梨県,南アルプス,市,みなみあるぷす
山梨県,北杜,市,ほくと
山梨県,甲斐,市,かい
山梨県,笛吹,市,ふえふき
山梨県,上野原,市,うえのはら
山梨県,甲州,市,こうしゅう
山梨県,中央,市,ちゅうおう
山梨県,市川三郷,町,いちかわみさと
山梨県,早川,町,はやかわ
山梨県,身延,町,みのぶ
山梨県,南部,町,なんぶ
山梨県,富士川,町,ふじかわ
山梨県,昭和,町,しょうわ
山梨県,道志,村,どうし
山梨県,西桂,町,にしかつら
山梨県,忍野,村,おしの
山梨県,山中湖,村,やまなかこ
山梨県,鳴沢,村,なるさわ
山梨県,富士河口湖,町,ふじかわぐちこ
山梨県,小菅,村,こすげ
山梨県,丹波山,村,たばやま
長野県,長野,市,ながの
長野県,松本,市,まつもと
長野県,上田,市,うえだ
長野県,岡谷,市,おかや
長野県,飯田,市,いいだ
長野県,諏訪,市,すわ
長野県,須坂,市,すざか
長野県,小諸,市,こもろ
長野県,伊那,市,いな
長野県,駒ヶ根,市,こまがね
長野県,中野,市,なかの
長野県,大町,市,おおまち
長野県,飯山,市,いいやま
長野県,茅野,市,ちの
長野県,塩尻,市,しおじり
長野県,佐久,市,さく
長野県,千曲,市,ちくま
長野県,東御,市,とうみ
長野県,安曇野,市,あづみの
長野県,小海,町,こうみ
長野県,川上,村,かわかみ
長野県,南牧,村,みなみまき
長野県,南相木,村,みなみあいき
長野県,北相木,村,きたあいき
長野県,佐久穂,町,さくほ
長野県,軽井沢,町,かるいざわ
長野県,御代田,町,みよた
長野県,立科,町,たてしな
長野県,青木,村,あおき
長野県,長和,町,ながわ
長野県,下諏訪,町,しもすわ
長野県,富士見,町,ふじみ
長野県,原,村,はら
長野県,辰野,町,たつの
長野県,箕輪,町,みのわ
長野県,飯島,町,いいじま
長野県,南箕輪,村,みなみみのわ
長野県,中川,村,なかがわ
長野県,宮田,村,みやだ
長野県,松川,町,まつかわ
長野県,高森,町,たかもり
長野県,阿南,町,あなん
長野県,阿智,村,あち
長野県,平谷,村,ひらや
長野県,根羽,村,ねば
長野県,下條,村,しもじょう
長野県,売木,村,うるぎ
長野県,天龍,村,てんりゅう
長野県,泰阜,村,やすおか
長野県,喬木,村,たかぎ
長野県,豊丘,村,とよおか
長野県,大鹿,村,おおしか
長野県,上松,町,あげまつ
長野県,南木曽,町,なぎそ
長野県,木祖,村,きそ
長野県,王滝,村,おうたき
長野県,大桑,村,おおくわ
長野県,木曽,町,きそ
長野県,麻績,村,おみ
長野県,生坂,村,いくさか
長野県,山形,村,やまがた
長野県,朝日,村,あさひ
長野県,筑北,村,ちくほく
長野県,池田,町,いけだ
長野県,白馬,村,はくば
長野県,小谷,村,おたり
長野県,坂城,町,さかき
長野県,小布施,町,おぶせ
長野県,高山,村,たかやま
長野県,山ノ内,町,やまのうち
長野県,木島平,村,きじまだいら
長野県,野沢温泉,村,のざわおんせん
長野県,信濃,町,しなの
長野県,小川,村,おがわ
長野県,飯綱,町,いいづな
長野県,栄,村,さかえ
岐阜県,岐阜,市,ぎふ
岐阜県,大垣,市,おおがき
岐阜県,高山,市,たかやま
岐阜県,多治見,市,たじみ
岐阜県,関,市,せき
